"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","FRGT","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT10","WT11","WT13","WT14","WT16","WT17","WT18","WT21","WV03"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-07-27","   50","   60",,,," 1354","0.00",,"0.0","0.0",,"89","70",,"  200",,,"  180","25.1",,,"31.1","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-07-28","   30","   40",,,," 1518","0.00",,"0.0","0.0",,"91","71",,"  180",,,"  180","16.1",,,"23.0",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-07-29","   50","   60",,,," 1342","0.23",,"0.0","0.0",,"91","72",,"  320",,,"  315","21.9",,,"24.2",,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-07-30","   70","   80",,,," 1012","0.26",,"0.0","0.0",,"84","64",,"  240",,,"  225","16.1",,,"20.8","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-07-31","   40","   70",,,," 0754","0.01",,"0.0","0.0",,"84","63",,"  180",,,"  225","10.1",,,"16.1","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-01","   60","   80",,,," 1424","0.00",,"0.0","0.0",,"88","66",,"  190",,,"  180","15.0",,,"17.2",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-02","   70","   90",,,," 1542","0.00",,"0.0","0.0",,"88","71",,"  180",,,"  180","12.1",,,"13.9",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-03","   20","   30",,,," 1512","0.00",,"0.0","0.0",,"91","72",,"  160",,,"   45","12.1",,,"16.1",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-04","   10","   20",,,," 1200","0.00",,"0.0","0.0",,"95","72",,"  330",,,"  315","10.1",,,"13.9","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-05","   30","   30",,,," 1154","0.00",,"0.0","0.0",,"96","71",,"   10",,,"  360","15.0",,,"16.1",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-06","   10","   10",,,," 1400","0.00",,"0.0","0.0",,"95","74",,"  260",,,"  360","12.1",,,"16.1",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-07","   10","   20",,,," 1148","0.00",,"0.0","0.0",,"94","73",,"  310",,,"  315","14.1",,,"20.8","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-08","   50","   80",,,," 1206","0.00",,"0.0","0.0",,"94","72",,"  280",,,"  315","13.0",,,"16.1","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-09","   50","   80",,,," 1306","0.49",,"0.0","0.0",,"90","73",,"  150",,,"   90","17.9",,,"27.5",,,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-10","   40","   40",,,," 1530","0.00",,"0.0","0.0",,"91","70",,"  150",,,"  135","14.1",,,"19.5","    1",,"    1",,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-11","   40","   30",,,," 1100","0.00",,"0.0","0.0",,"93","70",,"   20",,,"  360","10.1",,,"13.9","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-12","   70","   70",,,," 1724","0.01",,"0.0","0.0",,"94","72",,"  120",,,"   90","15.0",,,"23.0","    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-13","   60","   50",,,," 1812","0.22",,"0.0","0.0",,"91","71",,"  330",,,"  315","19.9",,,"30.0","    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-14","   80","   80",,,," 1430","1.16",,"0.0","0.0",,"89","70",,"   10",,,"  360","15.0",,,"27.5","    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-15","   70","   70",,,," 1536","0.02",,"0.0","0.0",,"88","68",,"  170",,,"   90","13.0",,,"13.9",,,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-16","   60","   90",,,," 1454","0.08",,"0.0","0.0",,"87","70",,"   70",,,"  135","12.1",,,"18.3","    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-17","   50","   70",,,," 0942","0.00",,"0.0","0.0",,"88","69",,"   60",,,"   45","14.1",,,"16.1","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-18","   50","   60",,,," 1300","0.11",,"0.0","0.0",,"90","70",,"   60",,,"   45","16.1",,,"25.3",,,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-19","   20","   20",,,," 0948","0.00",,"0.0","0.0",,"92","69",,"   20",,,"  360","10.1",,,"15.0","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-20","    0","    0",,,," 1036","0.00",,"0.0","0.0",,"95","74",,"   30",,,"   45","13.0",,,"16.1",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-21","   10","    0",,,," 0806","0.00",,"0.0","0.0",,"94","75",,"  350",,,"  315","13.0",,,"18.3","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-22","   40","   30",,,," 1630","0.00",,"0.0","0.0",,"93","73",,"  120",,,"   90","15.0",,,"19.5","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-23","   40","   50",,,," 1406","0.92",,"0.0","0.0",,"92","71",,"  240",,,"  270","21.0",,,"40.3","    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-24","   50","   60",,,," 1100","0.20",,"0.0","0.0",,"88","72",,"  190",,,"  225","15.0",,,"24.2","    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-25","   40","   60",,,," 1242","0.94",,"0.0","0.0",,"91","69",,"  350",,,"  360","21.0",,,"28.9",,,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-26","   30","   30",,,," 1718","0.77",,"0.0","0.0",,"91","70",,"  120",,,"  135","21.0",,,"32.2",,,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-27","   20","   10",,,," 1112","0.00",,"0.0","0.0",,"91","71",,"  270",,,"  360","13.0",,,"17.2",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-28","    0","   10",,,," 1342","0.00",,"0.0","0.0",,"90","74",,"   10",,,"  360","13.0",,,"18.3",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-29","   40","   30",,,," 1318","0.00",,"0.0","0.0",,"89","74",,"   50",,,"  360","14.1",,,"17.2",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-30","   30","   10",,,," 0742","0.00",,"0.0","0.0",,"90","66",,"   40",,,"  360","13.0",,,"13.9",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-08-31","   60","   80",,,," 1018","0.00",,"0.0","0.0",,"89","66",,"   50",,,"   90","15.0",,,"19.5","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-01","   40","   50",,,," 1218","0.00",,"0.0","0.0",,"88","70",,"   80",,,"   90","17.0",,,"26.4",,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-02","   40","   70",,,," 1030","0.00",,"0.0","0.0",,"88","70",,"   90",,,"   90","17.9",,,"23.0","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-03","   30","   50",,,," 1548","0.00",,"0.0","0.0",,"88","69",,"  130",,,"  135","15.0",,,"23.0","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-04","   20","   30",,,," 1606","0.00",,"0.0","0.0",,"90","65",,"   20",,,"  135","12.1",,,"18.3","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-05","   50","   50",,,," 1054","0.00",,"0.0","0.0",,"92","69",,"  360",,,"  360","12.1",,,"15.0","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-06","   50","   50",,,," 1218","0.00",,"0.0","0.0",,"90","72",,"  230",,,"  360","12.1",,,"17.2",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-07","   40","   50",,,," 1518","0.00",,"0.0","0.0",,"92","73",,"  160",,,"  135","14.1",,,"21.9",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-08","   60","   60",,,," 1724","0.00",,"0.0","0.0",,"93","74",,"  150",,,"  225","10.1",,,"15.0",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-09","   80","   70",,,," 1412","0.00",,"0.0","0.0",,"95","75",,"   10",,,"  270","14.1",,,"24.2","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-10","   50","   30",,,," 1736","0.00",,"0.0","0.0",,"91","77",,"   80",,,"  135","15.0",,,"19.5",,,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-11","   60","   80",,,," 1112","1.23",,"0.0","0.0",,"89","73",,"  120",,,"  135","28.0",,,"32.2","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-12","   10","   20",,,," 1530","0.00",,"0.0","0.0",,"90","68",,"   60",,,"   90","17.0",,,"20.8",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-13","   10","   20",,,," 1130","0.00",,"0.0","0.0",,"90","62",,"   50",,,"   45","14.1",,,"19.5",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-14","   40","   50",,,," 1442","0.00",,"0.0","0.0",,"90","62",,"   40",,,"  135","13.0",,,"18.3",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-15","   50","   70",,,," 1412","0.00",,"0.0","0.0",,"89","64",,"  170",,,"  135","14.1",,,"21.9",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-16","   50","   70",,,," 0954","0.43",,"0.0","0.0",,"88","68",,"  180",,,"  180","15.0",,,"19.5",,,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-17","   40","   60",,,," 1106","0.00",,"0.0","0.0",,"90","72",,"  270",,,"  180","13.0",,,"21.9",,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-18","   20","   30",,,," 1512","0.09",,"0.0","0.0",,"92","71",,"  150",,,"  135","15.0",,,"17.2","    1",,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-19","   50","   30",,,," 1600","0.00",,"0.0","0.0",,"93","70",,"  130",,,"   90","17.9",,,"28.9",,,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-20","   30","   40",,,," 1406","0.00",,"0.0","0.0",,"91","70",,"  130",,,"  135","10.1",,,"13.9",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-21","   30","   30",,,," 1442","0.09",,"0.0","0.0",,"91","68",,"  170",,,"  180","28.0",,,"46.1","    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-22","   40","   50",,,," 1418","0.02",,"0.0","0.0",,"89","68",,"   90",,,"  360","15.0",,,"20.8","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-23","   20","   20",,,," 1212","0.00",,"0.0","0.0",,"90","69",,"  130",,,"  135","16.1",,,"21.9","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-24","   70","   70",,,," 1206","0.22",,"0.0","0.0",,"89","69",,"  160",,,"  135","16.1",,,"23.0","    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-25","   90","   90",,,," 1224","0.21",,"0.0","0.0",,"90","73",,"  150",,,"  180","21.0",,,"25.3","    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-26","   70","   80",,,," 1448","0.08",,"0.0","0.0",,"90","71",,"  190",,,"  180","15.0",,,"18.3","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-27","   50","   50",,,," 1536","0.00",,"0.0","0.0",,"89","71",,"  280",,,"  270","10.1",,,"15.0","    1",,"    1",,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-28","   60","   50",,,," 1548","0.00",,"0.0","0.0",,"91","68",,"  340",,,"  360","14.1",,,"16.1","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-29","   60","   80",,,," 1512","0.00",,"0.0","0.0",,"91","66",,"  240",,,"  225","16.1",,,"18.3",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-09-30","   60","   70",,,," 0748","0.92",,"0.0","0.0",,"79","60",,"  360",,,"  360","21.0",,,"34.4","    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-01","    0","    0",,,," 0700","0.00",,"0.0","0.0",,"74","55",,"   70",,,"   45","17.9",,,"21.9",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-02","    0","    0",,,," 0000","0.00",,"0.0","0.0",,"79","57",,"   60",,,"   45","14.1",,,"17.2",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-03","   40","   50",,,," 1436","0.05",,"0.0","0.0",,"86","67",,"   90",,,"  180","17.0",,,"20.8",,,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-04","   10","   10",,,," 0800","0.00",,"0.0","0.0",,"88","66",,"   50",,,"   45","13.0",,,"16.1","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-05","   10","   10",,,," 1018","0.00",,"0.0","0.0",,"88","65",,"  330",,,"  315","8.9",,,"12.8","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-06","   50","   70",,,," 1336","0.00",,"0.0","0.0",,"86","65",,"  350",,,"  360","14.1",,,"19.5",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-07","   50","   60",,,," 1830","0.00",,"0.0","0.0",,"84","65",,"  360",,,"  360","16.1",,,"20.8","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-08","   70","   70",,,," 0230","0.00",,"0.0","0.0",,"77","65",,"   60",,,"   45","14.1",,,"17.2",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-09","   30","   20",,,," 1000","0.00",,"0.0","0.0",,"82","61",,"   60",,,"   45","14.1",,,"17.2",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-10","    0","   10",,,," 1454","0.00",,"0.0","0.0",,"87","58",,"  100",,,"   90","14.1",,,"19.5",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-11","   20","   40",,,," 0924","0.00",,"0.0","0.0",,"83","64",,"  100",,,"   90","17.9",,,"25.3","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-12","   10","   10",,,," 1200","0.00",,"0.0","0.0",,"85","64",,"   40",,,"   90","12.1",,,"16.1",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-13","   10","   10",,,," 1230","0.00",,"0.0","0.0",,"86","57",,"   40",,,"  360","12.1",,,"15.0","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-14","   10","   10",,,," 1218","0.00",,"0.0","0.0",,"86","61",,"  210",,,"  360","6.9",,,"11.4","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-15","    0","    0",,,," 0806","0.00",,"0.0","0.0",,"86","64",,"   20",,,"  360","13.0",,,"16.1","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-16","   30","   30",,,," 1054","0.00",,"0.0","0.0",,"87","60",,"  280",,,"  270","10.1",,,"15.0","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-17","   40","   50",,,," 1036","0.00",,"0.0","0.0",,"87","63",,"  210",,,"  270","8.9",,,"15.0","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-18","   30","   50",,,," 1006","0.00",,"0.0","0.0",,"87","61",,"  210",,,"  225","12.1",,,"18.3","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-19","   60","   80",,,," 0948","0.00",,"0.0","0.0",,"77","55",,"   20",,,"  360","17.0",,,"25.3","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-20","   90","   80",,,," 1018","0.00",,"0.0","0.0",,"68","52",,"   70",,,"   90","17.9",,,"24.2",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-21","   90","  100",,,," 1348","0.01",,"0.0","0.0",,"79","65",,"  120",,,"  135","21.0",,,"30.0",,,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-22","   80","  100",,,," 2100","1.35",,"0.0","0.0",,"85","69",,"  150",,,"  360","25.1",,,"54.1","    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-23","   90","  100",,,," 2118","0.00",,"0.0","0.0",,"77","68",,"  310",,,"  315","12.1",,,"16.1","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-24","   50","   80",,,," 2148","0.00",,"0.0","0.0",,"72","58",,"  360",,,"  360","15.0",,,"23.0",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-25","   70","   70",,,," 0006","0.00",,"0.0","0.0",,"66","53",,"   30",,,"  360","15.0",,,"19.5",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-26","   90","  100",,,," 2348","3.18",,"0.0","0.0",,"71","49",,"  160",,,"  135","29.1",,,"48.3","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-27","   60","   30",,,," 0000","0.05",,"0.0","0.0",,"71","53",,"  170",,,"  135","19.9",,,"30.0","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-28","   50","   60",,,," 1118","0.00",,"0.0","0.0",,"67","49",,"  360",,,"  360","8.1",,,"11.4",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-29","   60","   80",,,," 1342","0.00",,"0.0","0.0",,"76","48",,"  130",,,"   90","8.9",,,"12.8","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-30","   40","   30",,,," 1018","0.00",,"0.0","0.0",,"83","59",,"  160",,,"  135","15.0",,,"20.8","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-10-31","   50","   30",,,," 1118","0.00",,"0.0","0.0",,"84","69",,"  180",,,"  180","15.0",,,"23.0","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-01","   20","   20",,,," 1112","0.00",,"0.0","0.0",,"85","70",,"  180",,,"  135","19.9",,,"25.3","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-02","   70","   80",,,," 1006","0.19",,"0.0","0.0",,"84","68",,"  170",,,"  180","16.1",,,"20.8","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-03","   90","   90",,,," 1036","0.19",,"0.0","0.0",,"77","67",,"   60",,,"   45","16.1",,,"19.5","    1",,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-04","   80","  100",,,," 0524","0.92",,"0.0","0.0",,"67","58",,"   20",,,"   45","16.1",,,"17.2",,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-05","   90","  100",,,," 0124","0.00",,"0.0","0.0",,"69","60",,"   50",,,"   45","16.1",,,"20.8",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-06","   50","   40",,,," 1412","0.00",,"0.0","0.0",,"82","63",,"   80",,,"   90","14.1",,,"20.8","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-07","   40","   60",,,," 0936","0.32",,"0.0","0.0",,"77","63",,"  330",,,"  360","16.1",,,"28.9","    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-08","    0","    0",,,," 0224","0.00",,"0.0","0.0",,"67","43",,"   40",,,"  360","17.0",,,"26.4",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-09","   60","   70",,,," 1442","0.00",,"0.0","0.0",,"73","40",,"  120",,,"  180","10.1",,,"12.8",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-10","   70","   70",,,," 2018","0.05",,"0.0","0.0",,"75","59",,"   20",,,"  360","15.0",,,"18.3",,,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-11","   80","  100",,,," 0742","0.00",,"0.0","0.0",,"63","48",,"   40",,,"   45","13.0",,,"17.2",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-12","   50","   50",,,," 2248","0.00",,"0.0","0.0",,"77","49",,"  120",,,"  135","13.0",,,"19.5","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-13","   70","  100",,,," 1106","1.89",,"0.0","0.0",,"75","59",,"  210",,,"  180","23.9",,,"38.0","    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-14","   60","   70",,,," 2242","0.00",,"0.0","0.0",,"61","50",,"  320",,,"  360","17.0",,,"26.4",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-15","  100","  100",,,," 0742","0.00",,"0.0","0.0",,"50","45",,"   20",,,"  360","13.0",,,"19.5",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-16","   20","   10",,,," 1030","0.00",,"0.0","0.0",,"56","33",,"  340",,,"  360","13.0",,,"16.1",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-17","   40","   30",,,," 0830","0.00",,"0.0","0.0",,"54","33",,"   30",,,"  360","14.1",,,"20.8",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-18","  100","  100",,,," 1742","2.90",,"0.0","0.0",,"60","46",,"   60",,,"   90","23.9",,,"31.1","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-19","   90","   90",,,," 0842","0.00",,"0.0","0.0",,"64","42",,"  280",,,"  315","17.9",,,"25.3","    1","    1",,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-20","  100","  100",,,," 0048","0.00",,"0.0","0.0",,"47","41",,"  340",,,"  360","17.0",,,"19.5","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-21","  100","  100",,,," 2330","0.00",,"0.0","0.0",,"49","42",,"  350",,,"  360","15.0",,,"19.5",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-22","  100","  100",,,," 0306","0.00",,"0.0","0.0",,"46","42",,"  360",,,"  360","19.9",,,"24.2","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-23","  100","  100",,,," 2148","0.00",,"0.0","0.0",,"47","41",,"   10",,,"   45","16.1",,,"21.9","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-24","  100","  100",,,," 2048","0.44",,"0.0","0.0",,"59","43",,"   90",,,"   90","16.1",,,"23.0","    1",,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-25","   90","  100",,,," 0306","0.97",,"0.0","0.0",,"69","45",,"  150",,,"  135","21.9",,,"33.3","    1","    1",,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-26","    0","    0",,,," 1248","0.00",,"0.0","0.0",,"59","40",,"  280",,,"  270","17.0",,,"25.3",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1972-11-27","   60","   70",,,," 1248","0.00",,"0.0","0.0",,"70","38",,"  180",,,"  180","15.0",,,"20.8",,,,,,,,,,,,,,,,,
